Date,Route,Rating,Notes,URL,Pitches,Location,Avg Stars,Your Stars,Style,Lead Style,Route Type,Your Grade,Length,Route Crag,Route State
2022-02-27,Sonic Youth,5.11d,"1 hung. Made it to the last hard move, bigish move to shallow pocket. My feet weren’t great. ",https://www.mountainproject.com/route/105884624/sonic-youth,1,Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Wake Up Wall Area > Sonic Youth Cliff > Lower Tier,3.8,-1,Lead,Fell/Hung,Sport,Not Assigned,60.0,Lower Tier,Nevada
2022-02-27,Sonic Youth,5.11d,"1 hung, fell going for the deep slot above the iron. ",https://www.mountainproject.com/route/105884624/sonic-youth,1,Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Wake Up Wall Area > Sonic Youth Cliff > Lower Tier,3.8,-1,Lead,Fell/Hung,Sport,Not Assigned,60.0,Lower Tier,Nevada
2022-02-27,Sonic Youth,5.11d,Bolt to bolt warmup,https://www.mountainproject.com/route/105884624/sonic-youth,1,Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Wake Up Wall Area > Sonic Youth Cliff > Lower Tier,3.8,-1,Lead,Fell/Hung,Sport,Not Assigned,60.0,Lower Tier,Nevada
2022-02-26,Marshall Amp,5.11b,"So. Fucking. Good. 
Felt great to flash both boulder problems (start and roof). The roof moves felt so cool. Buckets for days up above. ",https://www.mountainproject.com/route/105813493/marshall-amp,1,Nevada > Southern Nevada > Red Rocks > 04-Second Pullout (Calico II) > Stratocaster Area,3.4,4,Lead,Flash,Sport,Not Assigned,105.0,Stratocaster Area,Nevada
2022-02-26,Running Man,5.11c,1 hang. Fell off good crimps 3 bolts from the anchor. Slightly better holds after that but no real rest. Really just need more endurance.,https://www.mountainproject.com/route/105732401/running-man,1,Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Parking Lot Area > Running Man Wall,3.9,-1,Lead,Fell/Hung,Sport,Not Assigned,120.0,Running Man Wall,Nevada
2022-02-26,Galloping Gal,5.11a,Great warm up for Running Man,https://www.mountainproject.com/route/106132682/galloping-gal,1,Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Parking Lot Area > Running Man Wall,2.6,-1,Lead,Flash,Sport,Not Assigned,100.0,Running Man Wall,Nevada
2022-02-25,Monkey Bar,V2,"There, I did a boulder.",https://www.mountainproject.com/route/106657521/monkey-bar,1,Nevada > Southern Nevada > Red Rock Boulders > 01-Calico Basin Boulders > Kraft Boulders > 05-East Cluster > Monkey Bar Boulder,3.6,-1,Flash,Not Led,Boulder,Not Assigned,20.0,Monkey Bar Boulder,Nevada
2022-02-25,Mr Choad's Wild Ride,5.11b,"Got it!! So good, glad I tried it again. Really stellar route.",https://www.mountainproject.com/route/106375205/mr-choads-wild-ride,1,Nevada > Southern Nevada > Red Rocks > 01-Calico Basin > Kraft Mountain Area > Sunny and Steep,3.7,4,Lead,Redpoint,Sport,Not Assigned,105.0,Sunny and Steep,Nevada
2022-02-25,Mr Choad's Wild Ride,5.11b,Warmed up on this and got really flash pumped. But it’s so good so I’m going to try again. ,https://www.mountainproject.com/route/106375205/mr-choads-wild-ride,1,Nevada > Southern Nevada > Red Rocks > 01-Calico Basin > Kraft Mountain Area > Sunny and Steep,3.7,4,Lead,Fell/Hung,Sport,Not Assigned,105.0,Sunny and Steep,Nevada
2022-02-21,Under the Boardwalk,5.11a,"Thankfully Jonah convinced me to give it another shot and gave me forearm massages, and even though I totally changed my beta on the crux I sent. Remember in the future a second burn really can feel better because fresh beta and warmed up arms. 
Looking forward to some rest days. ",https://www.mountainproject.com/route/105813238/under-the-boardwalk,1,Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Parking Lot Area > The Pier,3.4,-1,Lead,Redpoint,Sport,Not Assigned,50.0,The Pier,Nevada
2022-02-21,Under the Boardwalk,5.11a,Tried to go finish the day with a quick send but climbed inefficiently. Jonah pointed out I was also probably cold after not climbing for a few hours and got flash pumped.,https://www.mountainproject.com/route/105813238/under-the-boardwalk,1,Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Parking Lot Area > The Pier,3.4,-1,Lead,Fell/Hung,Sport,Not Assigned,50.0,The Pier,Nevada
2022-02-21,Totally Clips,5.11a,Really good but was flash pumped from Panty Raid/3rd day on. Took on overhung section but not for long because I was mad at myself for taking. Do again. ,https://www.mountainproject.com/route/105732320/totally-clips,1,Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Panty Wall,3.0,-1,Lead,Fell/Hung,Sport,Not Assigned,60.0,Panty Wall,Nevada
2022-02-21,Panty Raid,5.10a,Trad lead! Great climb,https://www.mountainproject.com/route/105732941/panty-raid,1,Nevada > Southern Nevada > Red Rocks > 03-First Pullout (Calico I) > Panty Wall,3.2,-1,Lead,Onsight,Trad,Not Assigned,80.0,Panty Wall,Nevada
2022-02-20,Under the Boardwalk,5.11a,"Excellent. From good crimp in crux, go up with left and then immediately out to right hold. Get right foot, then go up with left to good hold. ",https://www.mountainproject.com/route/105813238/under-the-boardwalk,1,Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Parking Lot Area > The Pier,3.4,-1,Lead,Fell/Hung,Sport,Not Assigned,50.0,The Pier,Nevada
2022-02-20,Basement,5.11c,Really good. Some tricky beta would require working it a bit. Come back for,https://www.mountainproject.com/route/105879899/basement,1,Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Parking Lot Area > The Pier,3.1,-1,Lead,Fell/Hung,Sport,Not Assigned,60.0,The Pier,Nevada
2022-02-20,The Grind,5.11b,"Great start to the day. Beta from Jonah and managed to hold on through some tenuous sections. Felt really good on some rests, got a lot back. ",https://www.mountainproject.com/route/105939418/the-grind,1,Nevada > Southern Nevada > Red Rocks > 04-Second Pullout (Calico II) > Sweet Pain Wall,3.4,-1,Lead,Flash,Sport,Not Assigned,65.0,Sweet Pain Wall,Nevada
2022-02-20,The Brawl,5.11a,Surprisingly fun. Maybe 10d to the first anchors. Stopped there because we weren’t sure what was above. ,https://www.mountainproject.com/route/112369366/the-brawl,1,Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Parking Lot Area > Front Corridor > Right Wall,2.7,-1,TR,Not Led,Sport,Not Assigned,100.0,Right Wall,Nevada
2022-02-20,Glitter Gulch,5.11a,Great. ,https://www.mountainproject.com/route/105788000/glitter-gulch,1,Nevada > Southern Nevada > Red Rocks > 04-Second Pullout (Calico II) > Sweet Pain Wall,3.4,-1,Lead,Flash,Sport,Not Assigned,65.0,Sweet Pain Wall,Nevada
2022-02-19,Chrysler Crack,5.9,"Well… I tried it. Got a bit of a feel for the movement but heart wasn’t in it. Looked at some of the moves on the 13, did some laybacking, and finished with some rope jugging. ",https://www.mountainproject.com/route/105887571/chrysler-crack,1,Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Parking Lot Area > Sandy Corridor > Chrysler Crack Buttress,3.8,-1,TR,Not Led,Trad,Not Assigned,90.0,Chrysler Crack Buttress,Nevada
2022-02-19,Native Son,5.11c/d,"Short, therefore hard. Lol. Bunch of crimpy moves slightly overhung with no rests. Get stronger and come back. ",https://www.mountainproject.com/route/106060595/native-son,1,Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Wake Up Wall Area > The Wake-Up Wall,3.3,-1,Lead,Fell/Hung,Sport,Not Assigned,88.0,The Wake-Up Wall,Nevada
2022-02-19,Sonic Youth,5.11d,2 hangs. Definitely hard to link that many steep crimpy moves. Maybe come back later in the trip with more endurance.,https://www.mountainproject.com/route/105884624/sonic-youth,1,Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Wake Up Wall Area > Sonic Youth Cliff > Lower Tier,3.8,-1,Lead,Fell/Hung,Sport,Not Assigned,60.0,Lower Tier,Nevada
2022-02-19,Sonic Youth,5.11d,"Hung draws, reminded myself of beta.",https://www.mountainproject.com/route/105884624/sonic-youth,1,Nevada > Southern Nevada > Red Rocks > 05-Sandstone Quarry > Wake Up Wall Area > Sonic Youth Cliff > Lower Tier,3.8,-1,Lead,Fell/Hung,Sport,Not Assigned,60.0,Lower Tier,Nevada
2022-02-13,Pop My Cork,5.11b,Tired!,https://www.mountainproject.com/route/114287588/pop-my-cork,1,Arizona > Southern Arizona > The Farmhouse > 8 - Vineyard,2.8,-1,Lead,Fell/Hung,Sport,Not Assigned,60.0,8 - Vineyard,Arizona
2022-02-13,Barrel Monkey,5.10b,No Notes,https://www.mountainproject.com/route/114286138/barrel-monkey,1,Arizona > Southern Arizona > The Farmhouse > 8 - Vineyard,2.3,-1,Lead,Onsight,Sport,Not Assigned,75.0,8 - Vineyard,Arizona
2022-02-12,Ewephoria,5.8,"Finished Too Tough to Die with a few hours of daylight left and decided to run up this too. Baked in the sun on the first few pitches and enjoyed golden hour on the upper pitches. I led evens again. P4 plates are good until they aren’t and that first bolt is a bit more above the jugs than you want! Miller led us up the final pitch of Last Roundup for a different finish. I grabbed the draw on the last hard slab move, have to go climb that one ground up. Great 11 pitch day.",https://www.mountainproject.com/route/105861181/ewephoria,5,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sheepshead Area (Southwest) > The Sheepshead,3.2,-1,Lead,Onsight,Trad,Not Assigned,750.0,The Sheepshead,Arizona
2022-02-12,The Climb Too Tough To Die,5.10- PG13,"With Miller, I led even pitches. Great climb.",https://www.mountainproject.com/route/105964475/the-climb-too-tough-to-die,6,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sheepshead Area (Southwest) > The Sheepshead,3.1,-1,Lead,Onsight,Trad,Not Assigned,88.0,The Sheepshead,Arizona
2022-02-06,Endgame,5.10a/b,"Excellent day out. Been thinking about this route for a while and it was awesome to tick it off with Miller. I led P3 and 5. Type 1 fun all the way through. We started from the car at 10am, spent about 5hrs on route and 1hr rappelling Magnus. Just over 8hrs car to car. ",https://www.mountainproject.com/route/105901424/endgame,5,Arizona > Southern Arizona > Cochise Stronghold > East Stronghold > Rockfellow Group > End Pinnacle,3.7,4,Lead,Onsight,Trad,Not Assigned,600.0,End Pinnacle,Arizona
2022-02-05,What's My Line?,5.6 A0 R,"Miller arrived from Atlanta at 3pm, we ran up the hill and he led us up as the sun set. Pretty good way to end an 1800mi drive for him!",https://www.mountainproject.com/route/105738371/whats-my-line,3,Arizona > Southern Arizona > Cochise Stronghold > East Stronghold > Cochise Dome (What's My Line Dome),3.7,4,Follow,Not Led,"Trad, Aid",Not Assigned,400.0,Cochise Dome (What's My Line Dome),Arizona
2022-01-23,Tour Buses Welcome,5.10,"With Brad. I took P1 and 3. After the crux corner on 3, I did get drawn to a random couple bolts up and right which may have given me an extra rest. Still not sure what they were but they were probably off route after looking down from the anchor. Oh well. Fun, full on route!",https://www.mountainproject.com/route/106561673/tour-buses-welcome,4,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sheepshead Area (Southwest) > The Muttonhead,2.8,-1,Lead,Onsight,Sport,Not Assigned,320.0,The Muttonhead,Arizona
2022-01-22,Thingamajig,5.10a,End of the day cragging by camp,https://www.mountainproject.com/route/106397671/thingamajig,1,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Sweet Rock,2.2,-1,Lead,Onsight,Sport,Not Assigned,90.0,Sweet Rock,Arizona
2022-01-22,Insane Orange Heaven (aka 666),5.10,I led the funky P1. Brad took the chickenhead variation since the crack seemed crumbly. Then on the last section I went all the way to the top. Required downclimbing a gully between ledge and the next pitch. A very weird pitch of climbing.  ,https://www.mountainproject.com/route/120238456/insane-orange-heaven-aka-666,5,Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Window Dome,2.5,-1,Lead,Onsight,Trad,Not Assigned,88.0,Window Dome,Arizona
2022-01-08,Dreamscape,5.11c,"Sent that shit. 
4th try overall.
Hardest redpoint.
Stoked.",https://www.mountainproject.com/route/105979968/dreamscape,1,Alabama > Sand Rock > Sun Wall,3.8,-1,Lead,Redpoint,Sport,Not Assigned,75.0,Sun Wall,Alabama
2022-01-08,Dreamscape,5.11c,Fell on the final deadpoint. Wasn’t very smooth so got pumped. ,https://www.mountainproject.com/route/105979968/dreamscape,1,Alabama > Sand Rock > Sun Wall,3.8,-1,Lead,Fell/Hung,Sport,Not Assigned,75.0,Sun Wall,Alabama
2022-01-08,Eight In The Hole,5.8-,No Notes,https://www.mountainproject.com/route/107057599/eight-in-the-hole,1,Alabama > Sand Rock > The Hole,2.1,-1,Lead,Redpoint,Sport,Not Assigned,40.0,The Hole,Alabama
2021-12-23,Cinco de Mayo,5.10c/d,No Notes,https://www.mountainproject.com/route/106311736/cinco-de-mayo,1,Alabama > Sand Rock > Holiday Block,2.9,-1,Lead,Fell/Hung,Sport,Not Assigned,40.0,Holiday Block,Alabama
2021-12-23,Rabies,5.11a,Stupid high crux… slapped the top of the roof a bit but was short of the horn. ,https://www.mountainproject.com/route/105930750/rabies,1,Alabama > Sand Rock > Holiday Block,2.8,-1,Lead,Fell/Hung,Sport,Not Assigned,75.0,Holiday Block,Alabama
2021-12-23,Dreamscape,5.11c,"1 hang. Stuck the first two hard throws super clean, felt great and then on the big last one forgot to move my left foot further left to the chip and missed it. Once I fixed the beta that move was much easier. So close!!!",https://www.mountainproject.com/route/105979968/dreamscape,1,Alabama > Sand Rock > Sun Wall,3.8,-1,Lead,Fell/Hung,Sport,Not Assigned,75.0,Sun Wall,Alabama
2021-12-23,Dreamscape,5.11c,No Notes,https://www.mountainproject.com/route/105979968/dreamscape,1,Alabama > Sand Rock > Sun Wall,3.8,-1,Lead,Fell/Hung,Sport,Not Assigned,75.0,Sun Wall,Alabama
2021-12-23,Misty,5.10b/c,Still so good,https://www.mountainproject.com/route/105905421/misty,1,Alabama > Sand Rock > Sun Wall,3.7,-1,Lead,Redpoint,Sport,Not Assigned,90.0,Sun Wall,Alabama
2021-11-27,Twin Cracks,5.8+,No Notes,https://www.mountainproject.com/route/105717445/twin-cracks,1,Utah > Southeast Utah > Indian Creek > Supercrack Buttress,2.5,-1,TR,Not Led,Trad,Not Assigned,40.0,Supercrack Buttress,Utah
2021-11-27,3AM Crack,5.10,I fucking hate crack climbing.,https://www.mountainproject.com/route/105717766/3am-crack,1,Utah > Southeast Utah > Indian Creek > Supercrack Buttress,3.5,-1,Lead,Fell/Hung,Trad,Not Assigned,115.0,Supercrack Buttress,Utah
2021-11-26,Lightning Bolt Cracks,5.11-,Miller led and aided basically everything. I followed and aided basically everything. Would be quite the full on climb free!,https://www.mountainproject.com/route/105717598/lightning-bolt-cracks,4,Utah > Southeast Utah > Indian Creek > North Six Shooter Peak,3.9,-1,Follow,Not Led,Trad,Not Assigned,88.0,North Six Shooter Peak,Utah
2021-11-25,Soul Fire,5.11-,Excellent,https://www.mountainproject.com/route/105718753/soul-fire,1,Utah > Southeast Utah > Indian Creek > The Optimator,3.3,-1,TR,Not Led,Trad,Not Assigned,80.0,The Optimator,Utah
2021-11-25,Charlie's Pillar,5.8,No Notes,https://www.mountainproject.com/route/105718693/charlies-pillar,1,Utah > Southeast Utah > Indian Creek > The Optimator,2.4,-1,TR,Not Led,Trad,Not Assigned,60.0,The Optimator,Utah
2021-11-25,Brodie Machine,5.9,"Yay, a send lol",https://www.mountainproject.com/route/105891553/brodie-machine,1,Utah > Southeast Utah > Indian Creek > The Optimator,1.9,-1,Lead,Onsight,Trad,Not Assigned,60.0,The Optimator,Utah
2021-11-25,Casey's Route,5.10+,"Very fun! Actual beta to figure out, using both cracks",https://www.mountainproject.com/route/105718792/caseys-route,1,Utah > Southeast Utah > Indian Creek > The Optimator,2.7,-1,TR,Not Led,Trad,Not Assigned,70.0,The Optimator,Utah
2021-11-22,Here Kitty Kitty,5.10,No Notes,https://www.mountainproject.com/route/105824183/here-kitty-kitty,1,Utah > Southeast Utah > Indian Creek > CLOSED FOR RAPTORS - Cat Wall,3.1,-1,TR,Not Led,Trad,Not Assigned,125.0,CLOSED FOR RAPTORS - Cat Wall,Utah
2021-11-22,Bunny Slope,5.9,It’d be nice not to struggle leading in the Creek just once… didn’t even really have fun.,https://www.mountainproject.com/route/105930583/bunny-slope,1,Utah > Southeast Utah > Indian Creek > Critic's Choice,3.6,-1,Lead,Fell/Hung,Trad,Not Assigned,140.0,Critic's Choice,Utah
2021-11-21,BBC from Cleveland (Big Bold Climbers),5.11-,Transition between cracks was the crux for me. Top cupped hands was fun. ,https://www.mountainproject.com/route/106600776/bbc-from-cleveland-big-bold-climbers,1,Utah > Southeast Utah > Indian Creek > Critic's Choice,2.9,-1,TR,Not Led,Trad,Not Assigned,90.0,Critic's Choice,Utah
2021-11-20,South Face Angling Crack?,5.10,"Fingers section was hard, got to that clean. I led P2 to bolted anchor, then Miller led to top of southern summit. Amazing summit.",https://www.mountainproject.com/route/106104224/south-face-angling-crack,3,Utah > Southeast Utah > Indian Creek > South Sixshooter,3.0,-1,Follow,Not Led,Trad,Not Assigned,90.0,South Sixshooter,Utah
2021-11-20,South Face,5.7,"Miller linked P1-2, fun romp. I led the northern summit block, fun committing mantle before clipping a bolt, then face moves to top. Just in time for golden hour/sunset, truly phenomenal day and place. One of my favorite days of climbing. ",https://www.mountainproject.com/route/105717562/south-face,2,Utah > Southeast Utah > Indian Creek > South Sixshooter,2.8,-1,Lead,Onsight,Trad,Not Assigned,88.0,South Sixshooter,Utah
2021-11-18,Incredible Hand Crack,5.10,"Fought through the roof, considered giving up so many times, but managed to finish it. Was only un-weighting the rope long enough to clip my next cam in the roof lol. Fun climb, would be nice to top rope and gain confidence in the roof before a send attempt. ",https://www.mountainproject.com/route/105717367/incredible-hand-crack,1,Utah > Southeast Utah > Indian Creek > Supercrack Buttress,3.8,-1,Lead,Fell/Hung,Trad,Not Assigned,100.0,Supercrack Buttress,Utah
2021-11-17,Supercrack of the Desert,5.10,Gave up at the little roof. Just got too worked at the start and then didn’t have the head game to continue through the wider stuff up top. Miller finished it,https://www.mountainproject.com/route/105717364/supercrack-of-the-desert,1,Utah > Southeast Utah > Indian Creek > Supercrack Buttress,3.8,-1,Lead,Fell/Hung,Trad,Not Assigned,88.0,Supercrack Buttress,Utah
2021-11-15,3AM Crack,5.10,"After work climb!! 2 takes. Felt good, hand pump just got me. My thumb meat hurts!",https://www.mountainproject.com/route/105717766/3am-crack,1,Utah > Southeast Utah > Indian Creek > Supercrack Buttress,3.5,-1,TR,Not Led,Trad,Not Assigned,115.0,Supercrack Buttress,Utah
2021-11-07,Green Dagger,5.6,"I led P2, Brad P3. Fun couple of climbs to round out our weekend.",https://www.mountainproject.com/route/106594331/green-dagger,2,Arizona > Central Arizona > **Prescott Area > Granite Mountain > Swamp Slabs,2.3,-1,Lead,Onsight,Trad,Not Assigned,300.0,Swamp Slabs,Arizona
2021-11-07,Green Horns,5.6,"Brad led this pitch, did P1 into Green Dagger",https://www.mountainproject.com/route/106594322/green-horns,1,Arizona > Central Arizona > **Prescott Area > Granite Mountain > Swamp Slabs,2.4,-1,Follow,Not Led,Trad,Not Assigned,300.0,Swamp Slabs,Arizona
2021-11-07,Dislocation Direct,5.6,"Brad “led” the traverse on the ledge and then I hopped on lead. Brad said the beta said “long pitch” so I just kept going. Did basically 1.5 pitches, Brad finished up. Very fun!",https://www.mountainproject.com/route/105974239/dislocation-direct,2,Arizona > Central Arizona > **Prescott Area > Granite Mountain > Swamp Slabs,3.0,-1,Lead,Onsight,Trad,Not Assigned,300.0,Swamp Slabs,Arizona
2021-11-07,Dislocation Buttress,5.4,Did this into Dislocation Direct in approach shoes.,https://www.mountainproject.com/route/105880614/dislocation-buttress,1,Arizona > Central Arizona > **Prescott Area > Granite Mountain > Swamp Slabs,3.1,-1,Lead,Onsight,Trad,Not Assigned,300.0,Swamp Slabs,Arizona
2021-11-06,Coatimundi / Candyland LInkup,5.9,"With Brad. Led P1 clean, then got kinda wrecked following P2. Had to pull on a cam in offwidth. Felt shit after that but led traverse with a few takes. Aided roof on final pitch, fucked up my toe pretty bad by kicking the rock in new sized-down TC Pros. Rapped in sunset and camped on Front Porch. Amazing spot.",https://www.mountainproject.com/route/107859542/coatimundi-candyland-linkup,4,Arizona > Central Arizona > **Prescott Area > Granite Mountain > Middle Section,3.9,-1,Lead,Fell/Hung,Trad,Not Assigned,400.0,Middle Section,Arizona
2021-10-24,What's My Line?,5.6 A0 R,"Beanfest 2021. Was supposed to climb with Brad but he was too hungover. Did this with Matt and David, exact same double rope lead as last time lol. Love this route. ",https://www.mountainproject.com/route/105738371/whats-my-line,3,Arizona > Southern Arizona > Cochise Stronghold > East Stronghold > Cochise Dome (What's My Line Dome),3.7,4,Lead,Redpoint,"Trad, Aid",Not Assigned,400.0,Cochise Dome (What's My Line Dome),Arizona
2021-10-17,Legacy,5.11a,"Awesome! Beta wasn’t super dialed but overall felt solid. Awesome end to the trip, a great route. ",https://www.mountainproject.com/route/106282216/legacy,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > J) Snake Buttress,3.9,-1,Lead,Redpoint,Sport,Not Assigned,90.0,J) Snake Buttress,West Virginia
2021-10-17,Legacy,5.11a,Bolt to bolt warmup. Pretty much just did all the moves once. ,https://www.mountainproject.com/route/106282216/legacy,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > J) Snake Buttress,3.9,-1,Lead,Fell/Hung,Sport,Not Assigned,90.0,J) Snake Buttress,West Virginia
2021-10-15,Tony the Tiger,5.11c,"Felt like it would go before Scenic Adult. Traverse with undercling on small but good holds, high left foot, throw for sloper. It’s pretty good, you’ll stick it. Then jug. Top is hard but rest before and it’s ok. Don’t need to traverse, can reach over roof to rail.",https://www.mountainproject.com/route/106944814/tony-the-tiger,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 7. Seven Eleven Wall,3.3,-1,TR,Not Led,Sport,Not Assigned,80.0,7. Seven Eleven Wall,West Virginia
2021-10-15,Flight of the Gumby,5.9+,High crux was unwelcome at the end of the day. Fun route,https://www.mountainproject.com/route/105944377/flight-of-the-gumby,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 6. Butcher's Branch,3.5,-1,Lead,Onsight,Sport,Not Assigned,80.0,6. Butcher's Branch,West Virginia
2021-10-15,The Green Piece,5.10b,Warmup,https://www.mountainproject.com/route/105944381/the-green-piece,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 6. Butcher's Branch,2.8,-1,Lead,Onsight,Sport,Not Assigned,88.0,6. Butcher's Branch,West Virginia
2021-10-15,Scenic Adult,5.11c,"Sustained to roof with one no-hands, then have to power through roof and traverse. Ledge is not that bad, rest there, above ledge is fine with rest on ledge. ",https://www.mountainproject.com/route/106461197/scenic-adult,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 7. Seven Eleven Wall,3.8,-1,TR,Not Led,Sport,Not Assigned,95.0,7. Seven Eleven Wall,West Virginia
2021-10-14,Pettifogger,5.12c,Great route! Didn’t get all the way up it.,https://www.mountainproject.com/route/108079159/pettifogger,1,West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 5. White Wall,3.7,-1,TR,Not Led,Sport,Not Assigned,70.0,5. White Wall,West Virginia
2021-10-14,Ferrovieri,5.7,Fun 7th and final pitch of the day. ,https://www.mountainproject.com/route/113785114/ferrovieri,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Upper Meadow > 3. Second Buttress,3.6,-1,Lead,Onsight,Sport,Not Assigned,100.0,3. Second Buttress,West Virginia
2021-10-14,Rodent's Party,5.10c,Not great. Under pillar was wet and above pillar…you’d hit the pillar. Top was good jugs but I was just tired. ,https://www.mountainproject.com/route/110967550/rodents-party,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Upper Meadow > 3. Second Buttress,2.9,-1,Lead,Fell/Hung,Sport,Not Assigned,65.0,3. Second Buttress,West Virginia
2021-10-14,Coffindaffer's Dream,5.11-,Executed my beta perfectly and felt super good about it.,https://www.mountainproject.com/route/108768795/coffindaffers-dream,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Upper Meadow > 4. Third Buttress,3.8,-1,Lead,Redpoint,Sport,Not Assigned,90.0,4. Third Buttress,West Virginia
2021-10-14,Coffindaffer's Dream,5.11-,Worked the moves a bunch of times and got really confident with my beta. ,https://www.mountainproject.com/route/108768795/coffindaffers-dream,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Upper Meadow > 4. Third Buttress,3.8,-1,Lead,Fell/Hung,Sport,Not Assigned,90.0,4. Third Buttress,West Virginia
2021-10-14,Skull In Hole,5.12a,Fell on the crux and then couldn’t get back on because TR. But sent every other move after that. Get stronger and try again.  ,https://www.mountainproject.com/route/106608544/skull-in-hole,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Upper Meadow > 4. Third Buttress,3.0,-1,TR,Not Led,Sport,Not Assigned,60.0,4. Third Buttress,West Virginia
2021-10-14,Alleluja,5.10c,No Notes,https://www.mountainproject.com/route/109532099/alleluja,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Upper Meadow > 4. Third Buttress,3.1,-1,Lead,Fell/Hung,Sport,Not Assigned,106.0,4. Third Buttress,West Virginia
2021-10-14,Lieutenant Tomek,5.9+,No Notes,https://www.mountainproject.com/route/109033631/lieutenant-tomek,1,West Virginia > The New River Gorge Region > Meadow River Gorge > Upper Meadow > 4. Third Buttress,2.1,-1,Lead,Onsight,Sport,Not Assigned,55.0,4. Third Buttress,West Virginia
2021-10-12,The Last Supper,5.11a,"Unimpressed, but pretty pumped and tired so maybe it would be better another time. ",https://www.mountainproject.com/route/119365746/the-last-supper,1,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Gallery,3.5,-1,TR,Not Led,Sport,Not Assigned,90.0,The Gallery,Kentucky
2021-10-12,Random Precision,5.11b,"Great route. Onsight was hard, needed beta. Too tired/pumped to try again, but could do in a day next time. ",https://www.mountainproject.com/route/106577204/random-precision,1,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Gallery,3.7,-1,Lead,Fell/Hung,Sport,Not Assigned,60.0,The Gallery,Kentucky
2021-10-12,Guernica (To first anchor),5.11a,Probably soft but very fun regardless. ,https://www.mountainproject.com/route/108485824/guernica-to-first-anchor,1,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Gallery,3.2,-1,Lead,Onsight,Sport,Not Assigned,65.0,The Gallery,Kentucky
2021-10-12,A Brief History of Climb,5.10b,No Notes,https://www.mountainproject.com/route/106125070/a-brief-history-of-climb,1,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > The Gallery,3.7,-1,Lead,Onsight,Sport,Not Assigned,75.0,The Gallery,Kentucky
2021-10-11,Deeper is Better,5.10b,Tired at the end of the day,https://www.mountainproject.com/route/111769220/deeper-is-better,1,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Drive-By Crag,2.8,-1,Lead,Fell/Hung,Sport,Not Assigned,60.0,Drive-By Crag,Kentucky
2021-10-11,Spirit Fingers,5.11c,A lot. Took a big whip on second to last bolt. Just too pumped to clip off the jugs. Didn’t top it.,https://www.mountainproject.com/route/106081940/spirit-fingers,1,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Drive-By Crag,3.4,-1,Lead,Fell/Hung,Sport,Not Assigned,70.0,Drive-By Crag,Kentucky
2021-10-11,Make  A Wish,5.10b,"Annie didn’t finish setting it up, and I realized I didn’t have draws at the no hands rest. Took and Avidano passed them up. Still an onsight?!",https://www.mountainproject.com/route/106081926/make-a-wish,1,Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Drive-By Crag,2.5,-1,Lead,Onsight,Sport,Not Assigned,75.0,Drive-By Crag,Kentucky
